Header,Price,Artist,Dimensions,Specifications,Imgs
I 4 ELEMENTI,8450,Guido Angeletti,43(L)x54(A)x36(P)cm,2024 • Italia,"['https://www.singulart.com/images/artworks/v2/cutout/52360/main/zoom/2257606_6307b011ba133f300849de6d65447559.png', 'https://www.singulart.com/images/artworks/v2/cropped/52360/alts/zoom/alt_2257606_d19847f8bb5e55d6e22406146ab28711.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/52360/alts/zoom/alt_2257606_48bdb0a84f705198243fdda17fcb7c85.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/52360/alts/zoom/alt_2257606_c0fcb4370f237fdea7b663d0c821dd30.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/52360/alts/zoom/alt_2257606_fba5504b36439d1380b719361c38de5c.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/52360/alts/zoom/alt_2257606_334953dee81e96f6a490c2d8333a4457.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/52360/alts/zoom/alt_2257606_f13820e70d23ec546dd23544725403d9.jpeg', 'https://www.singulart.com/images/artworks/v2/cutout/52360/main/zoom/2257606_6307b011ba133f300849de6d65447559.png']"
Le Renard anglais,8085,Lukas Kandl,146 x 50 cm,2023 • Francia • Óleo en Lienzo,"['https://www.singulart.com/images/artworks/v2/cropped/22919/main/zoom/1796056_3bb58a6e00484d0d5d4cf438bab9e95c.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/22919/main/zoom/1796056_3bb58a6e00484d0d5d4cf438bab9e95c.jpeg']"
L'ïle,5922,Thierry Vanquickenborne,100 x 100 cm,N.D • Francia • Óleo en Lino,"['https://www.singulart.com/images/artworks/v2/cropped/14041/main/zoom/1709876_a48f32f196acaa30166f0b2b7a1b44eb.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/14041/main/zoom/1709876_a48f32f196acaa30166f0b2b7a1b44eb.jpeg']"
ELS QUATRE BOJOS,8840,Aleix Albareda,200 x 200 cm,2021 • España • Acrílico en Lienzo,"['https://www.singulart.com/images/artworks/v2/cropped/7095/main/zoom/1429991_3c3edd63885c320578e2d403a458c9f0.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/7095/alts/zoom/alt_1429991_d2c432135f0b4e2f86d85c003ab68514.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/7095/alts/zoom/alt_1429991_4dbca50bbcbd7c142a21850fadb8dc6b.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/7095/alts/zoom/alt_1429991_59c2dc5dbdc93d9ecff639e7a496fa41.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/7095/alts/zoom/alt_1429991_828fee047cd17aec182f44c774cf2f2d.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/7095/alts/zoom/alt_1429991_e5034fc4ae30bd74f299cdff3fc0afad.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/7095/alts/zoom/alt_1429991_ef74b10848c6c0a5b3060cb9c9d8bd3d.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/7095/alts/zoom/alt_1429991_73ee8c6ea4acbf34353e610e0ba50ca9.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/7095/alts/zoom/alt_1429991_9f7a81f2446996c94a0b88bb5b7dc00f.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/7095/alts/zoom/alt_1429991_190a08c56b243dd5256e76e6c57bf26a.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/7095/alts/zoom/alt_1429991_18d6867bb5b83a08a75e55fa10df0bbc.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/7095/alts/zoom/alt_1429991_3d30970e3b8695c2739e346047eb0a49.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/7095/alts/zoom/alt_1429991_4d0cb61e2e85ca4736a7da4d045b814a.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/7095/alts/zoom/alt_1429991_50295cc8c58e748d54741ce3611417eb.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/7095/alts/zoom/alt_1429991_f3d7b1c684d0fc56cd62d4aac1b5c2ab.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/7095/alts/zoom/alt_1429991_33c32bdee096a60b149da15d83713de1.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/7095/alts/zoom/alt_1429991_67848434abd7b1f670dcb2023971998c.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/7095/alts/zoom/alt_1429991_d43960bb0e4a9d4e98cb3565cd9c6cb3.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/7095/alts/zoom/alt_1429991_789ff650bb55894d92c8def37f6beb6a.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/7095/alts/zoom/alt_1429991_753cf7eece24b78694aa346924181998.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/7095/alts/zoom/alt_1429991_1d42a2423cd3aa6568a64eed4371cb79.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/7095/alts/zoom/alt_1429991_cc8c294ffeed9193913c421554be260a.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/7095/alts/zoom/alt_1429991_11dd2724f14e319f08a8bccd7d78f35f.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/7095/alts/zoom/alt_1429991_f5eabd12bc3be92256838bd16ee5b551.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/7095/alts/zoom/alt_1429991_e0f26a537930ce86766b8cb7650ac63c.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/7095/alts/zoom/alt_1429991_22b8d9dc0a336420b0a40739cab867a0.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/7095/alts/zoom/alt_1429991_7b2036e507ef8298574c8614e45bc36e.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/7095/alts/zoom/alt_1429991_ab5ed8d5bc4de4f4da5e370122f27642.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/7095/alts/zoom/alt_1429991_c4777a8698570989ee7f66703d223f15.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/7095/alts/zoom/alt_1429991_17d2ae372baf745d1f4bb245b2c8b74b.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/7095/alts/zoom/alt_1429991_f217799ee43b6ae510fca955cd848edc.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/7095/alts/zoom/alt_1429991_40e9902f35f5dfa136a91ef5f26fe84c.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/7095/alts/zoom/alt_1429991_18bd03875c9c67fca024d1145a50f1f6.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/7095/alts/zoom/alt_1429991_1ef6c6288b6f11765c9043adc60830a4.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/7095/alts/zoom/alt_1429991_d25e890940c875c55e45adaf0117dee2.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/7095/alts/zoom/alt_1429991_17be48417779d3f51191590892f53532.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/7095/alts/zoom/alt_1429991_5f3412f662ca781fad7c33c1e5c4d07b.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/7095/alts/zoom/alt_1429991_7681aa1f8a4a5a760f31d76f114d2d22.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/7095/alts/zoom/alt_1429991_e1c011bc3a7c87ae3ebb6de2d77f68c9.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/7095/main/zoom/1429991_3c3edd63885c320578e2d403a458c9f0.jpeg']"
La famille du mois d'octobre,8460,Zafi,100 x 100 cm,2023 • Francia • Acrílico en Lienzo,"['https://www.singulart.com/images/artworks/v2/cropped/20619/main/zoom/1892209_9cbedd225203fe44b8bcd31a7633f258.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/20619/alts/zoom/alt_1892209_a8424e4a9e05d7261f3a889c317d76cc.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/20619/alts/zoom/alt_1892209_c4e5273780bb7b828648fd6c7ba89b14.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/20619/alts/zoom/alt_1892209_76e1009687b36116b27cccdcf64330cd.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/20619/alts/zoom/alt_1892209_170211231cc71de75c450e609fcfd3f4.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/20619/alts/zoom/alt_1892209_e500da043efbf9175c7067f5ccb9d1b6.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/20619/main/zoom/1892209_9cbedd225203fe44b8bcd31a7633f258.jpeg']"
My cold mountains,5922,Petra Marian,130 x 81 cm,2025 • Francia • Óleo en Lino,"['https://www.singulart.com/images/artworks/v2/cropped/59080/main/zoom/2232499_a762f3e5f14091f87a4096525b37046e.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/59080/alts/zoom/alt_2232499_9218e98594a47e4347c4e89c88ba3a45.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/59080/alts/zoom/alt_2232499_6ec58f4004800451705e74b4bece5342.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/59080/alts/zoom/alt_2232499_8f8244719b78cffc7598a0474eba1610.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/59080/alts/zoom/alt_2232499_e0fdcf5ef4f74e7140d4163aaefa8863.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/59080/alts/zoom/alt_2232499_6984b49e8321a0f3012e904d7eda5b4c.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/59080/alts/zoom/alt_2232499_0dc3236d7349fd3805c1f3232c76137d.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/59080/main/zoom/2232499_a762f3e5f14091f87a4096525b37046e.jpeg']"
A riveder le stelle (Bryce Canyon),17010,Natale Addamiano,44 x 205 cm,2025 • Italia • Óleo en Lienzo,"['https://www.singulart.com/images/artworks/v2/cropped/14509/main/zoom/2311052_1a7d78b2a77820ca278c063565e3fce3.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/14509/alts/zoom/alt_2311052_78397d9468008db1e44fda4d04a82cdd.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/14509/alts/zoom/alt_2311052_0e490a1d393c5b31bb5de3a2e6310c78.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/14509/main/zoom/2311052_1a7d78b2a77820ca278c063565e3fce3.jpeg']"
A riveder le stelle (Bryce Canyon),17010,Natale Addamiano,44 x 205 cm,2025 • Italia • Óleo en Lienzo,"['https://www.singulart.com/images/artworks/v2/cropped/14509/main/zoom/2311052_1a7d78b2a77820ca278c063565e3fce3.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/14509/alts/zoom/alt_2311052_78397d9468008db1e44fda4d04a82cdd.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/14509/alts/zoom/alt_2311052_0e490a1d393c5b31bb5de3a2e6310c78.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/14509/main/zoom/2311052_1a7d78b2a77820ca278c063565e3fce3.jpeg']"
Nez,8680,Antonio Saura,64(L)x51(A)x1(P)cm,1990 • España,"['https://www.singulart.com/images/artworks/v2/cutout/47223/main/zoom/1953847_254986a5ef67a2da4f8bfd9043b3ee7f.png', 'https://www.singulart.com/images/artworks/v2/cropped/49832/alts/alt_1953847_88784f14f8764c0d4b53e5f234aefa0e.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/49832/alts/alt_1953847_50f833a4ffb6ed97322f2c56e8a584a6.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/49832/alts/alt_1953847_f75d060255aef57c946142f1dcc4c0c2.jpeg', 'https://www.singulart.com/images/artworks/v2/cutout/47223/main/zoom/1953847_254986a5ef67a2da4f8bfd9043b3ee7f.png']"
LIBERTÉ (Coeur de femme 2019),7570,Olivier Messas,35(L)x49(A)x20(P)cm,2019 • Francia,"['https://www.singulart.com/images/artworks/pictures/cutout/63/26237/zoom/serie_26237_119c07ef63777a96965f82eb2f4635fd.png', 'https://www.singulart.com/images/artworks/v2/cropped/63/alts/zoom/alt_247177_1e9a6ebbebd56b42d918ffb08fe70197.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/63/alts/zoom/alt_247177_694a5e5dfb8b1710623593e49fce3668.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/63/alts/zoom/alt_247177_11a489758810091cf8c2d183a27e5aa3.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/63/alts/zoom/alt_247177_cea62971b316ac6bfac1eae694f1dd18.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/63/alts/zoom/alt_247177_1b98262aa7f8e0fc59fb7dccc58bdd8b.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/63/alts/zoom/alt_247177_272439b850fb244619f4e4306536e425.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/63/alts/zoom/alt_247177_9de49748c0bad39f598eb98aa4476d23.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/63/alts/zoom/alt_247177_0cbd329c11b68c532b091019540e29e8.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/63/alts/zoom/alt_247177_8911c986297a3f3c2aee94bb05d91f64.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/63/alts/zoom/alt_247177_1e9a6ebbebd56b42d918ffb08fe70197.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/63/alts/zoom/alt_247177_9d62a99709c9a0a8aa030d68c7ee2ae8.jpeg', 'https://www.singulart.com/images/artworks/pictures/cropped/63/alts/zoom/alt_247177_08ac1d26372507b60819065e963b8ecf.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/63/alts/zoom/alt_247177_1e211e2c972eafe34bd9512e0c6cbfa1.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/63/alts/zoom/alt_247177_883cd9fa7961d950e5be9399d2ccaf11.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/63/alts/zoom/alt_247177_534d4ba30cb35746b6cba70ff2f52919.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/63/alts/zoom/alt_247177_a4b7f5274e81249aea678d3915ad969d.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/63/alts/zoom/alt_247177_68126a7d98ced2f6f10a061ebcc3ada3.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/63/alts/zoom/alt_247177_9ca01c08864c91cc83c3fa9bd97a3ea6.jpeg', 'https://www.singulart.com/images/artworks/pictures/cropped/63/alts/zoom/alt_247177_f7f097085532a331656e48a45a278e47.jpeg', 'https://www.singulart.com/images/artworks/pictures/cropped/63/alts/zoom/alt_247177_1d285ad9107f90567e02cde98bf5a4c9.jpeg', 'https://www.singulart.com/images/artworks/pictures/cropped/63/alts/zoom/alt_247177_3eead6c0d4bd1f9d4db38cfef9ab454c.jpeg', 'https://www.singulart.com/images/artworks/pictures/cutout/63/26237/zoom/serie_26237_119c07ef63777a96965f82eb2f4635fd.png']"
A riveder le stelle (Bryce Canyon),17000,Natale Addamiano,44 x 205 cm,2025 • Italia • Óleo en Lienzo,"['https://www.singulart.com/images/artworks/v2/cropped/14509/main/zoom/2311052_1a7d78b2a77820ca278c063565e3fce3.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/14509/alts/zoom/alt_2311052_78397d9468008db1e44fda4d04a82cdd.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/14509/alts/zoom/alt_2311052_0e490a1d393c5b31bb5de3a2e6310c78.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/14509/main/zoom/2311052_1a7d78b2a77820ca278c063565e3fce3.jpeg']"
Die Krönung Satans,10330,Andreas Noßmann,90 x 90 cm,"2024 • Alemania • Lápiz, Tinta china en Papel , Tablero sintético under glass","['https://www.singulart.com/images/artworks/v2/cropped/27291/main/zoom/1950136_508a1a8ee925ab6795b68283e99b88cc.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/27291/alts/zoom/alt_1950136_060eafd3be56e18cef81d96a09834f4b.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/27291/alts/zoom/alt_1950136_f963e9936db1b080c00397e37091d381.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/27291/alts/zoom/alt_1950136_2df8507dbf3a06a9571e1ee31640e5b7.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/27291/alts/zoom/alt_1950136_73aba159073707b4580506e957df74ee.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/27291/alts/zoom/alt_1950136_3b365990a7729ff1ba6e8039681ed820.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/27291/alts/zoom/alt_1950136_e2c49240f3a7c8e7bc236a94ac9f8976.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/27291/alts/zoom/alt_1950136_baae89df77637c01ceb40662be0d6178.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/27291/alts/zoom/alt_1950136_5619c1313ea93ec80f8c4da576435d1f.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/27291/alts/zoom/alt_1950136_91ad00e84dee58288eef96f8103d5199.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/27291/main/zoom/1950136_508a1a8ee925ab6795b68283e99b88cc.jpeg']"
Diamond ( Red ),22910,Jeff Koons,39(L)x32(A)x32(P)cm,2020 • Estados Unidos,"['https://www.singulart.com/images/artworks/v2/cutout/36507/main/zoom/1951029_a732fcaac9541680a5c7263b26445cec.png', 'https://www.singulart.com/images/artworks/v2/cropped/50010/alts/alt_1951029_ac6fb1a63106e16aba33099c13c7cac9.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/50010/alts/alt_1951029_1809a9d5e743d69c28b0d8d67153f2c2.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/50010/alts/alt_1951029_08692544e88ef4badc2c2bbd2b75b33c.jpeg', 'https://www.singulart.com/images/artworks/v2/cutout/36507/main/zoom/1951029_a732fcaac9541680a5c7263b26445cec.png']"
Dream state,45730,Simona Marziani,2400 x 4100 cm,"2018 • España • Óleo, Resina en Lienzo","['https://www.singulart.com/images/artworks/v2/cropped/23727/main/zoom/1337303_2bb851179f7ec3b95751f1b064f5d697.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/23727/alts/zoom/alt_1337303_944d9349cf35b3c4ea166a7081a75a48.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/23727/alts/zoom/alt_1337303_6fa8c2ebe0b76604a353fbf74583dc70.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/23727/alts/zoom/alt_1337303_d03d69035f6129a7ef95ffdaa031357b.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/23727/main/zoom/1337303_2bb851179f7ec3b95751f1b064f5d697.jpeg']"
Vespa con distributore rosso,8920,Francesco Capello,70 x 80 cm,2021 • Italia • Óleo en Lino,"['https://www.singulart.com/images/artworks/v2/cropped/5973/main/zoom/1101195_f39d85b42f232aeb7220f08b80a7b07e.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/5973/alts/zoom/alt_1101195_ce90da7056af4e3305b7310ded7fdabd.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/5973/alts/zoom/alt_1101195_158110e75d7c382937764e40eb14fe8d.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/5973/alts/zoom/alt_1101195_aacc5dd8a9b9e2d82fd849ec7da43412.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/5973/alts/zoom/alt_1101195_a8a65182918c2dd9e4998fccc38c5645.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/5973/alts/zoom/alt_1101195_2655016615ff4ee1085e0d3dec720d44.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/5973/alts/zoom/alt_1101195_2254f359750986b9cbd75cb1735aa4d4.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/5973/alts/zoom/alt_1101195_f33c71666f4ba3c1a6336e6353716a66.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/5973/alts/zoom/alt_1101195_0e4f64c78464561e9215439b421dd15b.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/5973/alts/zoom/alt_1101195_beddff34ed25a598ebe235c3a895c465.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/5973/main/zoom/1101195_f39d85b42f232aeb7220f08b80a7b07e.jpeg']"
Dramatische Landschaft,8450,Christoph Fischer,70 x 100 cm,"2024 • Alemania • Óleo, Tempera en Lienzo","['https://www.singulart.com/images/artworks/v2/cropped/52593/main/zoom/1962714_062c82574377ef209666875bd35d429f.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/52593/alts/zoom/alt_1962714_90089034e6add992a441a5c31d69084b.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/52593/alts/zoom/alt_1962714_ab42f0422339650a5d26c1465f73cab4.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/52593/alts/zoom/alt_1962714_cdb7c0faaeef98a7b4e6c527227ad2f6.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/52593/alts/zoom/alt_1962714_ff8683544903050132d8a13caee4e513.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/52593/alts/zoom/alt_1962714_23f4d639cf91bfea0e1cc0aaf145b7ab.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/52593/main/zoom/1962714_062c82574377ef209666875bd35d429f.jpeg']"
***My Name is BREXIT***,10050,Yuriy Kraft,63(L)x43(A)x40(P)cm,2021 • Alemania,"['https://www.singulart.com/images/artworks/v2/cutout/11377/main/zoom/1266409_14a4cc5dcb8709d8e7beac9d0b0c124f.png', 'https://www.singulart.com/images/artworks/v2/cropped/11377/alts/zoom/alt_1266409_0c80b4c55506cc1f383091b3fa9b2c58.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/11377/alts/zoom/alt_1266409_bdc46650b570b37d0d382d18b06c340e.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/11377/alts/zoom/alt_1266409_f5c21a6b18357553d53cb718cead5f26.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/11377/alts/zoom/alt_1266409_a8a07fcd88c3db5e1425c734fc227feb.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/11377/alts/zoom/alt_1266409_b46348dc532f6532c383d1a9e93ce26b.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/11377/alts/zoom/alt_1266409_715070f8a4554673037c8e3cdcf511fa.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/11377/alts/zoom/alt_1266409_5c560126fd4db78c0c02243d73561090.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/11377/alts/zoom/alt_1266409_d7070a217b92b8a7097424b4a571b6a5.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/11377/alts/zoom/alt_1266409_44c6a92127e3b229b0a194e79efa6532.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/11377/alts/zoom/alt_1266409_83bf2ea1dc936238049c6c0684494016.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/11377/alts/zoom/alt_1266409_96bf84199865efa7084877e2ee01f58c.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/11377/alts/zoom/alt_1266409_81f3720efa0caa6813079187ff5728c8.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/11377/alts/zoom/alt_1266409_0f8a790e145c0536e77dc1e6209e5f66.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/11377/alts/zoom/alt_1266409_fdfa32a2442a12f73c849ae171693220.jpeg', 'https://www.singulart.com/images/artworks/v2/cutout/11377/main/zoom/1266409_14a4cc5dcb8709d8e7beac9d0b0c124f.png']"
